Mã,Tiêu đề,Nhóm,Độ khó,Phút,XP,Đang bật,Mô tả,Số bước,Các bước,Lợi ích (benefits),CẢNH BÁO: tiêu đề quá dài,CẢNH BÁO: thiếu mô tả,CẢNH BÁO: trùng tiêu đề với,Ghi chú rà soát
E18,Bài tập Mười lăm thứ,emergency,emergency,2,10,có,"Bắt đầu bằng cách tìm năm thứ xung quanh mà bạn có thể nhìn thấy. Nói to chúng là gì và sử dụng những từ cụ thể để mô tả những gì bạn nhìn thấy. Tiếp theo, tìm bốn âm thanh xung quanh mà bạn có thể nghe thấy. Nói to chúng là gì và sử dụng càng nhiều từ cụ thể càng tốt để mô tả âm thanh. Tìm ba thứ xung quanh mà bạn có thể chạm vào/đang chạm vào. Nói to chúng là gì bằng cách sử dụng những từ cụ thể khi mô tả sự chạm vào. Tìm hai thứ xung quanh mà bạn có thể ngửi thấy. Nói to chúng là gì. Tìm một thứ xung quanh mà bạn có thể nắm được. Nói to chúng là gì.",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Bài tập Mười lăm thứ'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
E19,Chơi với trẻ em hoặc trò chuyện với người già thông thái,emergency,emergency,2,10,có,"Trẻ em mang lại sự trong sáng, năng lượng tích cực. Vì vậy việc chơi với trẻ em là cách để tâm trí về nơi hạnh phúc khởi đầu. Còn người già thông thái là những người mà chúng ta có thể xin lời khuyên.",5,"1. Xác định người hoặc tổ chức bạn muốn tương tác hoặc giúp đỡ. | 2. Chủ động liên hệ, gọi điện hoặc lên kế hoạch gặp mặt. | 3. Giao tiếp với thái độ chân thành, cởi mở, không phán xét. | 4. Lắng nghe tích cực và thể hiện sự thiện chí/đóng góp của bạn. | 5. Ghi nhận cảm xúc ấm áp sau khi kết nối xã hội hoàn thành.","Tăng nồng độ Oxytocin (hormone gắn kết tình cảm, giảm stress); Giảm cảm giác cô đơn và trầm cảm; Tạo động lực và nâng cao sự tự tôn thông qua giá trị trao đi",,,,
E2,Hít thở sâu (Deep Breathing Game),emergency,emergency,2,10,có,"Hướng dẫn người dùng thực hiện bài tập hít vào và thở ra chậm trong vòng 1-2 phút. Có hiệu ứng hình ảnh bong bóng lớn dần khi hít vào và nhỏ lại khi thở ra. Giữ thẳng lưng người trên ghế. Hít thở sâu, lâu, dài. Ngẩng gương mặt để tạo góc hít thở thuận lợi.",5,"1. Ngồi hoặc nằm ở tư thế thoải mái, giữ thẳng lưng. | 2. Đặt một tay lên bụng để cảm nhận nhịp thở. | 3. Hít vào từ từ bằng mũi trong 4 giây, bụng phình ra. | 4. Giữ hơi thở lại trong 4 giây. | 5. Thở ra từ từ bằng miệng trong 4 giây, lặp lại quy trình 5 vòng.","Kích hoạt hệ thần kinh phó giao cảm (rest and digest); Làm chậm nhịp tim và giảm huyết áp ngay lập tức; Tăng cường oxy lên não, cải thiện độ tập trung",,,,
E3,"""Stop, drop, and breathe"":",emergency,emergency,2,10,có,"Dừng lại khi có suy nghĩ tiêu cực, tập trung vào hơi thở, và thay thế chúng bằng những lời khẳng định tích cực",5,"1. Ngồi hoặc nằm ở tư thế thoải mái, giữ thẳng lưng. | 2. Đặt một tay lên bụng để cảm nhận nhịp thở. | 3. Hít vào từ từ bằng mũi trong 4 giây, bụng phình ra. | 4. Giữ hơi thở lại trong 4 giây. | 5. Thở ra từ từ bằng miệng trong 4 giây, lặp lại quy trình 5 vòng.","Kích hoạt hệ thần kinh phó giao cảm (rest and digest); Làm chậm nhịp tim và giảm huyết áp ngay lập tức; Tăng cường oxy lên não, cải thiện độ tập trung",,,,
E4,Chú tâm nói chậm lại,emergency,emergency,2,10,có,"Để ý đến giọng của bản thân và chủ tâm nói chậm lại, Nói chậm tự nhiên kéo theo thở sâu hơn, đều hơn. Thở chậm, đều giúp kích hoạt hệ thần kinh phó giao cảm (rest & digest) → cơ thể bớt căng, nhịp tim dịu xuống. Đây là phương pháp điều tiết nhịp thở qua giọng nói",5,"1. Chọn tư thế ngồi thẳng lưng thoải mái. | 2. Nhắm mắt và đem sự chú ý hướng về hơi thở tự nhiên. | 3. Khi có suy nghĩ khác chen ngang, đừng phán xét, hãy ghi nhận chúng. | 4. Nhẹ nhàng đưa sự chú ý quay lại hơi thở. | 5. Duy trì trạng thái hiện diện này cho đến khi kết thúc thời gian.","Làm dày vỏ não trước trán, cải thiện khả năng điều tiết cảm xúc; Giảm kích thước hạch hạnh nhân (amygdala) liên quan đến lo âu; Tăng khả năng tập trung (attention span)",,,,
E5,Rửa mặt bằng nước lạnh,emergency,emergency,2,10,có,Khi chúng ta rửa mặt= nước lạnh thì chúng ta sẽ cảm thấy một cảm giác khoan khoái tỉnh táo và lúc đó bạn sẽ giảm stress.,5,"1. Chuẩn bị một cốc nước lọc (có thể là nước ấm). | 2. Cầm cốc nước trên tay, cảm nhận nhiệt độ truyền qua da. | 3. Uống một ngụm nhỏ đầu tiên, giữ trong miệng 2-3 giây. | 4. Nuốt chậm rãi và cảm nhận dòng nước đi xuống họng. | 5. Tiếp tục uống từng ngụm nhỏ cho đến khi hết cốc.","Hydrat hóa tế bào não, giảm đau đầu do căng thẳng; Kích hoạt phản xạ nuốt giúp làm dịu dây thần kinh phế vị; Thực hành chánh niệm grounding hiệu quả",,,,
E6,Tha thứ cho bản thân,emergency,emergency,2,10,có,"Khi chúng ta giữ sự oán giận, hận thù hoặc tội lỗi trong lòng, những cảm xúc tiêu cực này sẽ tích tụ và gây ra căng thẳng. Tha thứ giúp chúng ta giải phóng những cảm xúc tiêu cực này, giảm bớt gánh nặng tinh thần và mang lại cảm giác nhẹ nhõm",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Tha thứ cho bản thân'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
E7,Ngừng so sánh,emergency,emergency,2,10,có,"Ngừng so sánh bản thân với người khác, với thành tựu của họ, với những thứ họ đang có và đã có. Bớt so sánh, bớt kỳ vọng sẽ giúp bạn luôn trong trạng thái hài lòng, hạnh phúc và nhẹ nhõm",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Ngừng so sánh'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
E8,Nghỉ ngơi (Take a Break),emergency,emergency,2,10,có,"Tạo cho bản thân người dùng một khoảng lặng, tách bạch với nguồn cơn stress. Tạo cho bản thân 1 khoảng không gian riêng để người dùng có thể bình tĩnh hơn (ví dụ như xin nghỉ phép 1-2 ngày, đi dạo, ngủ 1 giấc ngủ nháp",5,"1. Tạo môi trường mờ tối, nhiệt độ mát mẻ và yên tĩnh. | 2. Rời xa điện thoại di động ít nhất 15-30 phút trước đó. | 3. Nằm thả lỏng trên giường, nhắm mắt lại. | 4. Quét cơ thể từ ngón chân lên đỉnh đầu, thả lỏng từng phần. | 5. Cho phép bản thân chìm vào giấc ngủ tự nhiên không gượng ép.",Phục hồi năng lượng cho tế bào và dọn dẹp 'rác thải' trong não; Cân bằng lại hormone stress cortisol và adrenaline; Tăng cường trí nhớ và khả năng giải quyết vấn đề,,,,
E9,Cầm một cốc nước ấm và cảm nhận (Warm Cup Challenge),emergency,emergency,2,10,có,Hướng dẫn người dùng cầm một cốc nước ấm và tập trung vào cảm nhận độ ấm trong tay trong 3 phút.,5,"1. Chuẩn bị một cốc nước lọc (có thể là nước ấm). | 2. Cầm cốc nước trên tay, cảm nhận nhiệt độ truyền qua da. | 3. Uống một ngụm nhỏ đầu tiên, giữ trong miệng 2-3 giây. | 4. Nuốt chậm rãi và cảm nhận dòng nước đi xuống họng. | 5. Tiếp tục uống từng ngụm nhỏ cho đến khi hết cốc.","Hydrat hóa tế bào não, giảm đau đầu do căng thẳng; Kích hoạt phản xạ nuốt giúp làm dịu dây thần kinh phế vị; Thực hành chánh niệm grounding hiệu quả",,,,
3.1,Phát triển bộ lọc tinh thần mạnh mẽ,hard,hard,15,30,có,"Khi gặp một thông tin mới, hãy tự hỏi: Điều này có thực sự liên quan đến cuộc sống của tôi không? Tôi có thể làm gì để thay đổi điều này? Nó có còn quan trọng sau một tuần? Một năm? Nó có đang cố thao túng cảm xúc của tôi không?",5,"1. Đeo tai nghe hoặc bật loa với âm lượng vừa phải. | 2. Nhắm mắt lại để tập trung vào thính giác. | 3. Lắng nghe từng nốt nhạc, giai điệu hoặc lời bài hát. | 4. Thả lỏng cơ thể theo nhịp điệu của âm thanh. | 5. Cho phép tâm trí phiêu lưu theo bản nhạc trong ít nhất 5 phút.",Giảm nhịp tim và đồng bộ hóa sóng não thành trạng thái Alpha; Kích thích khu vực vỏ não tiết ra dopamine; Giảm lo âu đáng kể so với việc im lặng thụ động,,,,
3.1,Làm điều tốt bất ngờ (Random Act of Kindness Game),hard,hard,15,30,có,"Yêu cầu người dùng thực hiện một hành động tốt bất ngờ cho người khác (mua cà phê cho đồng nghiệp, giúp đỡ hàng xóm).",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Làm điều tốt bất ngờ (Random Act of Kindness Game)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
3.11,Rời xa hoàn toàn với các thiết bị điện tử trong 1 khoảng thời gian nhất định và cố định trong ngày,hard,hard,15,30,có,"Nhằm giúp người dùng lấy lại được cân bằng và giảm căng thẳng mệt mỏi, việc rời xa mọi thiết bị điện tử giúp người dùng tận hưởng cuộc sống của họ tốt hơn.",5,"1. Tắt Wi-Fi/4G hoặc chuyển thiết bị sang chế độ máy bay. | 2. Đặt thiết bị ở một phòng khác hoặc xa tầm tay hoàn toàn. | 3. Thay thế thời gian đó bằng việc đọc sách, xếp hình hoặc pha trà. | 4. Quan sát cảm giác FOMO (sợ bị bỏ lỡ) xuất hiện và để nó tự đi qua. | 5. Tận hưởng không gian thực tại không bị ngắt quãng.","Giảm áp lực xã hội và hội chứng FOMO gây căng thẳng; Bảo vệ mắt khỏi ánh sáng xanh, cải thiện nhịp sinh học; Tăng chất lượng tương tác thực tế với người xung quanh",DÀI 98 ký tự,,,
3.12,Có một tầm nhìn rõ ràng,hard,hard,15,30,có,"về cuộc sống và một kế hoạch để đạt được nó .... Rất nhiều người giỏi nhất không biết họ đang làm gì với cuộc đời mình, cảm thấy vô dụng và bất lực . Có một tầm nhìn rõ ràng là có mục đích và ý nghĩa",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Có một tầm nhìn rõ ràng'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
3.13,"Chấp nhận thực tế: Kiên định chấp nhận thực tế, dù khó khăn. Thuận theo lẽ tự nhiên",hard,hard,15,30,có,,5,"1. Lấy một cuốn sổ hoặc mở ứng dụng ghi chú. | 2. Hồi tưởng lại những khoảnh khắc, sự việc vừa diễn ra trong ngày. | 3. Viết ra 3 điều cụ thể mà bạn cảm thấy biết ơn hoặc tự hào. | 4. Viết kèm lý do tại sao điều đó lại có ý nghĩa với bạn. | 5. Đọc lại danh sách và mỉm cười ghi nhận những giá trị tốt đẹp.",Tái cấu trúc thần kinh (neuroplasticity) theo hướng tích cực; Giảm triệu chứng trầm cảm lên đến 30% nếu thực hành lâu dài; Tăng cường sản sinh serotonin tự nhiên,DÀI 83 ký tự,THIẾU MÔ TẢ,,
3.14,Điều này có nghĩa là họ không trốn tránh hoặc phủ nhận những tình huống khó khăn mà đối mặt với chúng một cách trực diện. Khả năng này giúp họ vượt qua nghịch cảnh và phục hồi sau những thất bại,hard,hard,15,30,có,,5,"1. Chuẩn bị một cốc nước lọc (có thể là nước ấm). | 2. Cầm cốc nước trên tay, cảm nhận nhiệt độ truyền qua da. | 3. Uống một ngụm nhỏ đầu tiên, giữ trong miệng 2-3 giây. | 4. Nuốt chậm rãi và cảm nhận dòng nước đi xuống họng. | 5. Tiếp tục uống từng ngụm nhỏ cho đến khi hết cốc.","Hydrat hóa tế bào não, giảm đau đầu do căng thẳng; Kích hoạt phản xạ nuốt giúp làm dịu dây thần kinh phế vị; Thực hành chánh niệm grounding hiệu quả",DÀI 194 ký tự,THIẾU MÔ TẢ,,
3.15,Tha thứ cho Kẻ thù,hard,hard,15,30,có,"Khi chúng ta giữ sự oán giận, hận thù hoặc tội lỗi trong lòng, những cảm xúc tiêu cực này sẽ tích tụ và gây ra căng thẳng. Tha thứ giúp chúng ta giải phóng những cảm xúc tiêu cực này, giảm bớt gánh nặng tinh thần và mang lại cảm giác nhẹ nhõm",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Tha thứ cho Kẻ thù'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
3.16,Chơi với động vật (Pet Bonding Task),hard,hard,15,30,có,"Nếu có thú cưng, yêu cầu người dùng dành 10 phút chơi đùa và ghi nhận cảm xúc tích cực sau đó.",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Chơi với động vật (Pet Bonding Task)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,3.18,
3.17,Chơi cờ hoặc học chơi cờ hoặc giải các ô chữ (thậm chí chơi game trí tuệ trên điện thoại hoặc máy tính),hard,hard,15,30,có,"Chơi cờ và học chơi cờ làm tâm trí tập trung nhưng tách hẳn với căng thẳng, mệt mỏi",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Chơi cờ hoặc học chơi cờ hoặc giải các ô chữ (thậm chí chơi game trí tuệ trên điện thoại hoặc máy tính)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",DÀI 103 ký tự,,,
3.18,Chơi với động vật (Pet Bonding Task),hard,hard,15,30,có,"Nếu có thú cưng, yêu cầu người dùng dành 10 phút chơi đùa và ghi nhận cảm xúc tích cực sau đó.",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Chơi với động vật (Pet Bonding Task)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,3.16,
3.19,Vẽ cảm xúc (Expressive Art Challenge),hard,hard,15,30,có,Yêu cầu người dùng vẽ một bức tranh thể hiện tâm trạng hiện tại (không cần đẹp).,5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Vẽ cảm xúc (Expressive Art Challenge)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
3.2,Trò chuyện với một người được tin tưởng (Connect with a Friend Challenge),hard,hard,15,30,có,Hướng dẫn người dùng gọi điện hoặc gặp mặt trực tiếp một người mà họ tin tưởng và ghi nhận cảm xúc sau cuộc trò chuyện.,5,"1. Xác định người hoặc tổ chức bạn muốn tương tác hoặc giúp đỡ. | 2. Chủ động liên hệ, gọi điện hoặc lên kế hoạch gặp mặt. | 3. Giao tiếp với thái độ chân thành, cởi mở, không phán xét. | 4. Lắng nghe tích cực và thể hiện sự thiện chí/đóng góp của bạn. | 5. Ghi nhận cảm xúc ấm áp sau khi kết nối xã hội hoàn thành.","Tăng nồng độ Oxytocin (hormone gắn kết tình cảm, giảm stress); Giảm cảm giác cô đơn và trầm cảm; Tạo động lực và nâng cao sự tự tôn thông qua giá trị trao đi",DÀI 73 ký tự,,,
3.2,"Chơi trò ""Thử thách im lặng"" (Silence Challenge)",hard,hard,15,30,có,Thách thức người dùng ngồi im và không nói chuyện trong vòng 10-15 phút.,5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Chơi trò ""Thử thách im lặng"" (Silence Challenge)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
3.21,Trồng cây hoặc chăm sóc cây xanh (Plant Care Task),hard,hard,15,30,có,"Hướng dẫn người dùng tưới cây, cắt tỉa cây và ghi nhận cảm giác thư giãn.",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Trồng cây hoặc chăm sóc cây xanh (Plant Care Task)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
3.3,Hết mình trong bất kỳ hoạt động nào chúng ta lựa chọn,hard,hard,15,30,có,,5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Hết mình trong bất kỳ hoạt động nào chúng ta lựa chọn'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,THIẾU MÔ TẢ,,
3.4,"Cho bản thân thêm thời gian: Hãy tự cho bản thân thêm thời gian để hoàn thành các kế hoạch của mình, bạn sẽ thấy thong thả, thư thái hơn",hard,hard,15,30,có,,5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Cho bản thân thêm thời gian: Hãy tự cho bản thân thêm thời gian để hoàn thành các kế hoạch của mình, bạn sẽ thấy thong thả, thư thái hơn'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",DÀI 136 ký tự,THIẾU MÔ TẢ,,
3.5,Tham gia hoạt động từ thiện (Kindness Challenge) – tương tác xã hội ở cấp độ 2,hard,hard,15,30,có,Khuyến khích người dùng tham gia một hoạt động từ thiện nhỏ (ví dụ: tặng quà cho người nghèo hoặc giúp đỡ người khác). Tăng cường tương tác xã hội ở mức độ 2,5,"1. Xác định người hoặc tổ chức bạn muốn tương tác hoặc giúp đỡ. | 2. Chủ động liên hệ, gọi điện hoặc lên kế hoạch gặp mặt. | 3. Giao tiếp với thái độ chân thành, cởi mở, không phán xét. | 4. Lắng nghe tích cực và thể hiện sự thiện chí/đóng góp của bạn. | 5. Ghi nhận cảm xúc ấm áp sau khi kết nối xã hội hoàn thành.","Tăng nồng độ Oxytocin (hormone gắn kết tình cảm, giảm stress); Giảm cảm giác cô đơn và trầm cảm; Tạo động lực và nâng cao sự tự tôn thông qua giá trị trao đi",DÀI 78 ký tự,,,
3.6,Thăm trại trẻ mồ côi hoặc bệnh viện (Community Engagement Task),hard,hard,15,30,có,"Gợi ý người dùng ghé thăm các tổ chức cộng đồng, bệnh viện hoặc trại trẻ mồ côi để tạo kết nối ý nghĩa.",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Thăm trại trẻ mồ côi hoặc bệnh viện (Community Engagement Task)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",DÀI 63 ký tự,,,
3.7,Tương tác xã hội cấp độ 2,hard,hard,15,30,có,"Yêu cầu người dùng xây dựng mối quan hệ trong tình cảm, người thân, mối quan hệ công việc những người thân tình, có thể chia sẻ quan điểm, góc nhìn, giúp đỡ lẫn nhau, chia sẻ cảm xúc cho nhanh. Duy trì các mối quan hệ này bền chặt.",5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Tương tác xã hội cấp độ 2'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
3.8,Thực hiện nhật ký cảm xúc (Emotional Journaling),hard,hard,15,30,có,Ghi lại cảm xúc mỗi ngày trong vòng một tuần và chia sẻ tiến triển tích cực sau khi hoàn thành.,5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Thực hiện nhật ký cảm xúc (Emotional Journaling)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",,,,
3.9,Tìm và viết thư cho chính mình (Write a Letter to Your Future Self),hard,hard,15,30,có,Yêu cầu người dùng viết một lá thư tích cực gửi cho chính họ trong tương lai.,5,"1. Bước 1: Tìm một không gian yên tĩnh và dừng các việc đang làm. | 2. Bước 2: Hít một hơi thật sâu và chuẩn bị tinh thần thư giãn. | 3. Bước 3: Bắt đầu thực hiện bài tập 'Tìm và viết thư cho chính mình (Write a Letter to Your Future Self)'. | 4. Bước 4: Tập trung vào cảm nhận hiện tại, loại bỏ những suy nghĩ phiền nhiễu. | 5. Bước 5: Ghi nhận sự thay đổi tích cực sau khi hoàn thành.","Giảm mức độ cortisol, giúp hệ thần kinh thư giãn; Tạo ra hormone hạnh phúc (endorphin/dopamine); Giúp chuyển hướng sự chú ý khỏi tác nhân gây lo âu",DÀI 67 ký tự,,,
